city,date,aqi_category,components_co,components_no,components_no2,components_o3,components_so2,components_pm2_5,components_pm10,components_nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation,aqi_lag_1,pm25_lag_1,aqi_lag_2,pm25_lag_2,aqi_lag_3,pm25_lag_3,pm25_roll_mean_3,aqi_roll_mean_3,pm25_roll_mean_7,aqi_roll_mean_7
Islamabad,2024-07-12,3,1939.01875,25.163749999999997,54.600833333333334,52.76625000000001,11.146666666666667,36.81,46.0625,15.898333333333333,29.095667083333336,70.849557125,23.085250625,0.05416666666666667,939.3896466666666,7.0671767249999995,123.13641843750001,215.29166666666666,5.0,79.07708333333333,4.0,49.3825,3.0,47.305416666666666,58.58833333333334,4.0,46.2285119047619,3.4285714285714284
Islamabad,2024-07-13,3,1834.4329166666666,6.6175,68.67041666666667,66.67708333333333,11.78125,43.33083333333334,50.1275,18.581666666666667,29.320667208333333,66.01254295833333,22.195667333333333,0.041666666666666664,940.6425566666667,8.061441129166667,184.196152375,250.375,3.0,36.81,5.0,79.07708333333333,4.0,49.3825,55.08986111111111,4.0,48.266666666666666,3.5714285714285716
Islamabad,2024-07-14,4,1866.14125,8.036666666666667,63.06708333333333,63.968333333333334,10.057916666666666,45.39333333333334,52.312083333333334,19.262916666666666,29.354000291666665,65.47114012499999,21.997750625,0.3458333333333334,941.216175,6.494458979166667,135.26488270833332,264.1666666666667,3.0,43.33083333333334,3.0,36.81,5.0,79.07708333333333,53.072638888888896,3.6666666666666665,50.24404761904761,3.5714285714285716
Islamabad,2024-07-15,3,1651.6833333333334,6.477083333333333,54.78958333333333,87.33875,11.9475,46.263749999999995,53.63833333333333,19.075,31.074833875,59.182102791666665,21.943583458333332,0.0,943.8125100000001,8.226377041666668,200.46554258333333,260.5,4.0,45.39333333333334,3.0,43.33083333333334,3.0,36.81,41.844722222222224,3.3333333333333335,50.892678571428576,3.7142857142857144
Islamabad,2024-07-16,3,2103.6858333333334,16.64708333333333,66.70958333333333,85.10208333333334,13.410833333333334,47.114583333333336,58.70249999999999,22.278333333333332,31.654000458333332,54.184589875,21.006084291666667,0.0,944.0942766666667,8.6167967375,181.67802679166667,274.0416666666667,3.0,46.263749999999995,4.0,45.39333333333334,3.0,43.33083333333334,44.99597222222223,3.3333333333333335,49.651845238095234,3.5714285714285716
Islamabad,2024-07-17,5,1845.8379166666666,3.81,60.86291666666667,115.25958333333334,18.076666666666668,72.135,86.55375,14.442083333333334,32.3310835,57.8577645,22.791500791666667,0.37916666666666665,943.4193233333334,9.439251183333333,190.54348343333334,254.875,3.0,47.114583333333336,3.0,46.263749999999995,4.0,45.39333333333334,46.25722222222222,3.3333333333333335,49.62458333333334,3.5714285714285716
Islamabad,2024-07-18,4,1965.1658333333335,7.59625,62.187916666666666,75.7825,13.319166666666668,59.182916666666664,65.20291666666667,13.450416666666667,29.345667083333336,70.67369404166666,23.291500666666664,0.39999999999999997,942.3583825000001,7.932625141666667,167.76468095833334,219.95833333333334,5.0,72.135,3.0,47.114583333333336,3.0,46.263749999999995,55.17111111111111,3.6666666666666665,52.87494047619048,3.7142857142857144
Islamabad,2024-07-19,4,2281.4270833333335,15.577916666666667,68.90666666666667,73.96625,12.237083333333333,55.18833333333333,64.26416666666667,15.595,30.651917083333334,68.36399458333334,23.924833708333335,0.0,940.9861929166667,7.457860741666667,171.94922755833332,260.0833333333333,4.0,59.182916666666664,5.0,72.135,3.0,47.114583333333336,59.4775,4.0,50.032916666666665,3.5714285714285716
Islamabad,2024-07-20,4,1485.07,7.6937500000000005,44.400416666666665,68.37791666666666,8.541666666666666,41.00083333333333,48.31916666666667,16.015,31.943583916666668,63.54981741666666,24.010250541666665,0.0,941.9556795833333,7.936195725,206.44692187500002,239.75,4.0,55.18833333333333,4.0,59.182916666666664,5.0,72.135,62.168749999999996,4.333333333333333,52.65839285714286,3.7142857142857144
Islamabad,2024-07-21,4,1733.74,11.420416666666666,52.968333333333334,63.67583333333334,8.948333333333332,45.56125,54.819583333333334,16.979166666666668,32.174833916666664,64.05523195833334,24.210251083333333,0.0,941.48026625,10.3940876125,158.92186233333334,247.33333333333334,4.0,41.00083333333333,4.0,55.18833333333333,4.0,59.182916666666664,51.79069444444445,4.0,52.325535714285714,3.857142857142857
Islamabad,2024-07-22,4,2117.0379166666667,11.545,67.1925,77.48,13.040833333333333,59.469166666666666,66.13416666666667,14.0525,30.491500458333334,69.96767733333333,24.235250583333336,0.525,941.6119166666667,13.478661691666666,150.47133941666667,238.0,4.0,45.56125,4.0,41.00083333333333,4.0,55.18833333333333,47.25013888888889,4.0,52.34952380952381,3.857142857142857
Islamabad,2024-07-23,3,720.98,0.0,6.51,85.83,5.13,41.95,44.77,5.07,25.979,80.821205,22.429,0.2,941.4397,17.873556,99.27253,0.0,4.0,59.469166666666666,4.0,45.56125,4.0,41.00083333333333,48.677083333333336,4.0,54.2360119047619,4.0
Islamabad,2024-07-24,5,2103.4321739130437,13.901739130434782,67.49869565217391,90.10739130434781,13.667391304347827,52.38173913043478,57.52304347826087,12.349565217391303,30.86160891304348,67.56935982608695,23.97030504347826,0.12608695652173912,937.1004934782609,8.220488773913043,181.7686424782609,267.04347826086956,3.0,41.95,4.0,59.469166666666666,4.0,45.56125,48.993472222222216,3.6666666666666665,53.49821428571429,4.0
Islamabad,2024-07-25,4,1758.4954166666666,8.916666666666666,54.350833333333334,94.87,12.852083333333333,56.55291666666667,61.617916666666666,12.956666666666665,31.272750875,66.60399170833334,23.979000416666665,0.0375,936.9385304166667,8.754828279166667,158.35943675000001,265.4583333333333,5.0,52.38173913043478,3.0,41.95,4.0,59.469166666666666,51.26696859903382,4.0,50.6763198757764,4.0
Islamabad,2024-07-26,4,971.04,0.8525,21.198333333333334,123.23208333333334,10.847499999999998,62.26708333333334,67.53,9.542083333333332,31.745666958333334,67.35016058333333,24.643583833333334,0.004166666666666667,938.3996658333334,11.594637479166666,145.26366870833334,257.2083333333333,4.0,56.55291666666667,5.0,52.38173913043478,3.0,41.95,50.294885265700486,4.0,50.30060559006211,4.0
